pl_name,hostname,discoverymethod,disc_year,sy_snum,sy_pnum,sy_dist,ra,dec,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass
"WASP-138 b","WASP-138","Transit",2016,1,1,414.23400000,41.6391598,-0.4641252,3.63443300000,12.21781000,387.75260000,1590.00,6272.00,1.360000,1.220000
"XO-6 b","XO-6","Transit",2016,1,1,235.47900000,94.7929552,73.8275672,3.76500070000,23.20263000,1398.45200000,1577.00,6720.00,1.930000,1.470000
"Qatar-3 b","Qatar-3","Transit",2017,1,1,735.60100000,359.1519716,36.2129562,2.50792040000,12.28506400,1369.84730000,1681.00,6007.00,1.272000,1.145000
"Kepler-19 d","Kepler-19","Radial Velocity",2017,1,3,218.56200000,290.4209694,37.8516556,62.95000000000,5.06000000,22.50000000,,5544.00,0.859000,0.936000
"Kepler-1191 b","Kepler-1191","Transit",2016,1,1,955.53600000,291.6577923,48.0092619,5.60014851000,1.51000000,2.89000000,952.00,5308.00,0.810000,0.850000
"Kepler-1891 b","Kepler-1891","Transit",2021,1,1,596.24000000,290.0438524,44.3705375,4.02229023000,1.52139156,2.93000000,1017.00,5516.00,0.827000,0.873000
"WASP-53 b","WASP-53","Transit",2017,1,2,201.33800000,31.9091639,-20.6618430,3.30984430000,12.03846600,677.61356000,1053.00,4953.00,0.798000,0.839000
"WASP-53 c","WASP-53","Radial Velocity",2017,1,2,201.33800000,31.9091639,-20.6618430,2840.00000000000,,5196.52050000,,4953.00,0.798000,0.839000
"K2-198 b","K2-198","Transit",2018,1,3,110.56700000,198.8436817,-6.4649888,17.04286830000,4.18900000,16.30000000,715.80,5212.90,0.757000,0.799000
"Kepler-1456 b","Kepler-1456","Transit",2016,1,1,370.31200000,286.9453381,43.8228023,18.13738290000,1.14000000,1.55000000,433.00,4231.00,0.620000,0.640000
"Kepler-529 b","Kepler-529","Transit",2016,1,3,799.00800000,285.8884067,47.8803640,1.98035766300,1.86000000,4.12000000,1662.00,6087.00,1.140000,1.070000
"11 UMi b","11 UMi","Radial Velocity",2009,1,1,125.32100000,229.2745954,71.8239428,516.21997000000,12.30000000,4684.81420000,,4213.00,29.790000,2.780000
"Kepler-835 b","Kepler-835","Transit",2016,1,1,2406.33000000,283.5742181,45.7348003,11.41909375000,2.79000000,8.20000000,921.00,5954.00,1.110000,1.080000
"Kepler-1666 c","Kepler-1666","Transit",2020,1,2,1379.37000000,297.9516071,46.2647024,40.71570000000,3.23564749,10.50000000,578.00,6293.00,1.145860,1.230000
"Kepler-690 b","Kepler-690","Transit",2016,1,1,1665.31000000,294.4899225,39.7714758,7.74809437400,5.95000000,29.60000000,964.00,5913.00,1.160000,1.110000
"Kepler-136 b","Kepler-136","Transit",2014,2,2,420.81800000,296.4673039,42.5987984,11.57890000000,2.05000000,19.80000000,951.00,6165.00,1.355000,1.204000
"Kepler-775 b","Kepler-775","Transit",2016,1,1,398.67600000,291.4332781,41.7033162,0.97486892600,1.19000000,1.81000000,1612.00,5468.00,0.840000,0.920000
"KIC 10068024 b","KIC 10068024","Orbital Brightness Modulation",2021,1,1,721.10500000,288.8470423,47.0228607,2.07354900000,13.40000000,635.65681400,,6118.40,1.574000,1.220000
"HATS-34 b","HATS-34","Transit",2016,1,1,508.84200000,0.7744866,-62.4693167,2.10616070000,16.02887000,299.07803000,1445.00,5380.00,0.980000,0.955000
"HATS-35 b","HATS-35","Transit",2016,1,1,514.55500000,296.6884420,-63.5656488,1.82099930000,16.40997600,388.38826000,2037.00,6300.00,1.433000,1.317000
"WASP-81 b","WASP-81","Transit",2017,1,1,398.50500000,304.2079924,3.2939492,2.71647620000,16.01766100,231.69807000,1623.00,5870.00,1.283000,1.080000
"Kepler-357 b","Kepler-357","Transit",2014,1,3,688.57300000,291.2429746,44.0086337,6.47543400000,1.84000000,4.04000000,793.00,5036.00,0.834000,0.794000
"Kepler-23 d","Kepler-23","Transit",2014,1,3,835.75600000,294.2189131,49.4792536,15.27000000000,2.20600000,4.44000000,896.00,5828.00,1.548000,1.078000
"Kepler-1510 b","Kepler-1510","Transit",2016,1,1,1696.25000000,298.9591432,48.2578295,84.70392100000,3.36000000,11.20000000,537.00,6200.00,1.280000,1.190000
"Kepler-1324 b","Kepler-1324","Transit",2016,1,1,481.66700000,291.1849503,40.3112023,4.11584467900,1.51000000,2.89000000,895.00,4776.00,0.730000,0.780000
"HIP 67851 c","HIP 67851","Radial Velocity",2015,1,2,64.11810000,208.4653640,-35.3146536,3128.41000000000,12.70000000,2204.77565936,,4840.00,5.450000,1.280000
"Kepler-110 b","Kepler-110","Transit",2014,1,2,586.53100000,292.9291693,48.6028303,12.69111200000,1.83000000,4.01000000,1008.00,5960.00,1.149000,0.989000
"K2-325 b","K2-325","Transit",2020,1,1,111.63800000,353.9169507,-7.6867213,6.93000000000,2.20000000,5.48000000,423.00,3287.00,0.298000,0.274000
"Kepler-716 c","Kepler-716","Transit",2020,1,2,635.00900000,290.3931809,43.3638577,3.96999000000,1.39281536,2.52000000,992.00,5012.00,0.742183,0.830000
"Kepler-1850 b","Kepler-1850","Transit",2021,1,1,250.19900000,287.1428295,43.6161177,1.38580000400,0.72909663,0.31300000,1008.00,4239.00,0.600000,0.611000
"HD 163607 b","HD 163607","Radial Velocity",2010,1,2,67.78550000,268.4181383,56.3924701,75.22030000000,13.90000000,249.05158800,,5522.00,1.760000,1.120000
"HD 44219 b","HD 44219","Radial Velocity",2010,1,1,52.90510000,95.0599971,-10.7250799,472.00000000000,14.10000000,184.34047606,,5752.00,1.320000,1.200000
"HATS-50 b","HATS-50","Transit",2017,1,1,756.74200000,300.4280761,-26.0775640,3.82970150000,12.66617000,123.95370000,1275.39,5990.00,1.117000,1.168000
"WASP-153 b","WASP-153","Transit",2017,1,1,610.17600000,279.2624729,40.0186905,3.33260900000,17.37395000,123.95370000,1700.00,5914.00,1.730000,1.336000
"Kepler-1365 b","Kepler-1365","Transit",2016,1,2,840.12800000,292.1996573,42.0459944,7.69993485000,0.92000000,0.72100000,969.00,5770.00,1.050000,1.000000
"HD 170469 b","HD 170469","Radial Velocity",2007,2,1,60.17800000,277.2955423,11.6954244,1145.00000000000,14.10000000,209.76780000,,5842.00,1.240000,1.100000
"Kepler-341 d","Kepler-341","Transit",2014,1,4,1047.03000000,289.8615609,43.4727412,27.66631300000,1.85000000,4.08000000,622.00,6012.00,1.024000,0.976000
"Kepler-977 b","Kepler-977","Transit",2016,1,1,568.75100000,291.5161959,42.2480736,26.85328322000,2.62000000,7.37000000,544.00,5315.00,0.830000,0.870000
"HD 98219 b","HD 98219","Radial Velocity",2011,1,1,113.70400000,169.4475218,-23.9754880,433.80000000000,13.40000000,624.21812000,,4925.00,4.600000,1.410000
"HAT-P-31 b","HAT-P-31","Transit",2011,1,1,344.05000000,271.5376722,26.4266061,5.00542000000,12.21781000,721.47410000,1450.00,6065.00,1.390000,1.310000
"GJ 393 b","GJ 393","Radial Velocity",2021,1,1,7.03149000,157.2288672,0.8378485,7.02679000000,1.17000000,1.71000000,485.00,3579.00,0.426000,0.426000
"Kepler-879 b","Kepler-879","Transit",2016,1,2,802.67200000,295.8065515,50.9097521,33.38559380000,2.57000000,7.13000000,580.00,5792.00,1.020000,1.020000
"Kepler-1933 b","Kepler-1933","Transit",2021,1,1,328.00700000,283.9950850,39.9170121,4.94329023400,1.17984089,1.76000000,1058.00,5661.00,1.008000,0.964000
"Kepler-1641 b","Kepler-1641","Transit",2016,1,2,860.37000000,296.3594560,41.5745321,19.67226600000,3.11000000,9.85000000,908.00,6152.00,1.190000,1.120000
"GJ 687 b","GJ 687","Radial Velocity",2014,1,2,4.54939000,264.1041731,68.3336741,38.14200000000,4.32000000,17.20000000,,3413.00,0.418300,0.400000
"Kepler-23 b","Kepler-23","Transit",2011,1,3,835.75600000,294.2189131,49.4792536,7.10000000000,1.63800000,2.56000000,1157.00,5828.00,1.548000,1.078000
"Kepler-554 b","Kepler-554","Transit",2016,1,1,690.52500000,296.4068982,51.3581938,1.90220855600,4.29000000,17.00000000,1346.00,5447.00,0.920000,0.930000
"HD 159868 c","HD 159868","Radial Velocity",2012,1,2,55.85030000,264.7466665,-43.1462347,351.00000000000,14.00000000,244.09344000,,5534.00,2.130000,1.190000
"Kepler-1331 b","Kepler-1331","Transit",2016,1,1,319.19700000,297.0737928,41.2244613,0.78916165300,1.05000000,1.16000000,1244.00,4508.00,0.690000,0.720000
"Kepler-1246 b","Kepler-1246","Transit",2016,1,1,436.50500000,287.6572346,48.9822053,11.32271513000,1.36000000,2.42000000,554.00,4611.00,0.690000,0.730000
"Kepler-287 b","Kepler-287","Transit",2014,1,2,835.86000000,290.9274282,48.4434588,20.34219900000,2.33000000,83.00000000,667.00,5806.00,1.032000,0.963000
"Kepler-432 c","Kepler-432","Radial Velocity",2015,2,2,848.02300000,293.2822344,48.2859173,406.20000000000,13.30000000,772.32690000,,4995.00,4.060000,1.320000
"HD 102843 b","HD 102843","Radial Velocity",2019,1,1,62.75800000,177.5854673,-1.2522989,3090.94200000000,13.10000000,113.90000000,,5436.00,0.961488,0.950000
"K2-155 b","K2-155","Transit",2018,1,3,72.79980000,65.4696140,21.3532633,6.34200000000,1.80000000,3.89000000,708.00,4258.00,0.580000,0.650000
"Kepler-162 c","Kepler-162","Transit",2014,1,2,855.64100000,297.2789115,43.7239693,19.44635500000,3.03000000,9.43000000,681.00,5816.00,0.958000,1.053000
"Kepler-603 d","Kepler-603","Transit",2016,1,3,1539.63000000,294.2809679,42.2909295,6.21712920000,1.32000000,2.30000000,1098.00,5808.00,1.010000,1.010000
"Kepler-139 b","Kepler-139","Transit",2014,1,5,391.03800000,282.3919451,43.8894167,15.77104400000,2.94000000,7.00000000,752.00,5594.00,1.300000,1.078000
"K2-155 d","K2-155","Transit",2018,1,3,72.79980000,65.4696140,21.3532633,40.71800000000,1.90000000,4.27000000,381.00,4258.00,0.580000,0.650000
"Kepler-1443 b","Kepler-1443","Transit",2016,1,1,593.64600000,283.4357392,47.0667983,2.41811321000,0.97000000,0.87100000,1602.00,6289.00,1.270000,1.190000
"Kepler-48 c","Kepler-48","Transit",2012,1,5,306.73800000,299.1393094,40.9489390,9.67395000000,2.71000000,14.61000000,736.00,5194.00,0.890000,0.880000
"HAT-P-14 b","HAT-P-14","Transit",2010,2,1,222.66300000,260.1161719,38.2421682,4.62767000000,15.91678000,1093.33520000,1624.00,6600.00,1.820000,2.650000
"Kepler-1369 b","Kepler-1369","Transit",2016,1,1,1236.56000000,285.7972604,40.9361923,25.87314800000,2.69000000,7.70000000,667.00,5761.00,0.990000,0.990000
"Kepler-1644 b","Kepler-1644","Transit",2016,1,1,629.27000000,285.4750512,48.0348356,21.09077580000,1.88000000,4.19000000,606.00,5499.00,0.860000,0.890000
"Kepler-1249 b","Kepler-1249","Transit",2016,1,1,1904.54000000,296.8948517,44.3717429,24.33471270000,2.38000000,6.26000000,647.00,6202.00,1.280000,1.190000
"KIC 9663113 b","KIC 9663113","Transit",2015,1,2,1594.74000000,297.0454037,46.3286653,572.38470000000,4.60000000,19.20000000,264.00,6065.00,1.030000,0.980000
"HAT-P-24 b","HAT-P-24","Transit",2010,2,1,415.34400000,108.8251171,14.2626064,3.35524000000,14.57170000,238.37250000,1637.00,6373.00,1.380000,1.370000
"Kepler-792 b","Kepler-792","Transit",2016,1,1,1425.47000000,292.0068239,38.8207001,11.30119217000,1.96000000,4.50000000,852.00,5971.00,1.120000,1.090000
"Kepler-539 b","Kepler-539","Transit",2016,1,2,307.31800000,299.1224639,41.8667953,125.63243000000,8.37312300,308.29510000,387.60,5820.00,0.952000,1.048000
"K2-165 d","K2-165","Transit",2018,1,3,134.59100000,184.9004881,0.9683270,14.10136100000,2.64809498,7.50000000,629.38,5185.00,0.803827,0.834847
"Kepler-1254 c","Kepler-1254","Transit",2016,1,3,622.81800000,285.1733174,48.7700099,3.60084276000,1.30000000,2.24000000,927.00,4985.00,0.750000,0.780000
"Kepler-1674 b","Kepler-1674","Transit",2020,1,1,1012.48000000,294.8160447,45.3060844,62.56110000000,3.20577490,10.40000000,417.00,5473.91,0.877273,0.960000
"WASP-41 b","WASP-41","Transit",2012,1,2,163.37100000,190.6188034,-30.6398176,3.05240000000,12.32990000,270.15550000,1244.00,5545.00,0.830000,0.810000
"Kepler-255 c","Kepler-255","Transit",2014,1,3,1052.53000000,296.0642702,45.9767647,9.94604700000,2.99000000,9.22000000,807.00,5573.00,0.933000,0.867000
"Kepler-1238 b","Kepler-1238","Transit",2016,1,1,1632.13000000,297.9057655,40.1628378,4.14787559000,1.93000000,4.38000000,1389.00,6386.00,1.480000,1.300000
"HATS-41 b","HATS-41","Transit",2018,1,1,737.66800000,103.5173558,-27.0504156,4.19364900000,14.90797000,3082.95100000,1710.00,6424.00,1.710000,1.496000
"Kepler-933 b","Kepler-933","Transit",2016,1,1,1017.20000000,289.5685257,43.5385438,14.20443009000,2.46000000,6.62000000,602.00,5346.00,0.840000,0.870000
"Kepler-1240 b","Kepler-1240","Transit",2016,1,1,862.18600000,282.9997682,40.5574322,4.86638150000,1.15000000,1.60000000,1121.00,5682.00,0.960000,0.980000
"K2-80 c","K2-80","Transit",2016,1,3,200.80200000,59.0374860,13.5590288,5.60500000000,1.47000000,2.76000000,,5441.00,0.870000,0.900000
"Kepler-891 b","Kepler-891","Transit",2016,1,1,2340.58000000,291.0837644,40.3552252,53.44945593000,6.41000000,33.60000000,486.00,5887.00,1.070000,1.060000
"Kepler-1605 b","Kepler-1605","Transit",2016,1,1,546.23000000,287.1349405,47.4886251,85.75654950000,1.08000000,1.28000000,528.00,5280.00,0.820000,0.860000
"HD 80913 b","HD 80913","Radial Velocity",2022,1,1,61.36030000,138.1021548,-81.7684510,10839.83341000000,12.00000000,7505.20000290,,6013.24,1.654200,1.110000
"Kepler-1984 b","Kepler-1984","Transit",2023,1,1,,291.2850446,40.7300225,1.99281233900,6.81000000,37.30000000,675.00,3638.00,0.420000,0.450000
"Kepler-598 c","Kepler-598","Transit",2020,1,2,681.08600000,293.1234493,40.9348005,86.49450000000,3.02420941,9.40000000,367.00,5245.00,0.900316,0.900000
"HAT-P-29 b","HAT-P-29","Transit",2011,2,1,313.57600000,33.1310921,51.7787754,5.72319000000,13.11453000,279.69040000,1281.00,6087.00,1.300000,1.450000
"Kepler-288 d","Kepler-288","Transit",2014,1,3,1194.15000000,288.9163997,39.5947523,56.63374200000,2.67000000,7.61000000,570.00,5918.00,1.091000,0.842000
"Kepler-264 c","Kepler-264","Transit",2014,1,2,942.17300000,292.0446280,37.3761861,140.10126100000,2.83000000,8.40000000,511.00,6158.00,1.550000,1.426000
"Kepler-1786 b","Kepler-1786","Transit",2021,1,1,863.90900000,292.5877743,38.5219827,78.54609680000,3.16305828,10.10000000,501.00,5808.00,1.397000,1.058000
"Kepler-1119 b","Kepler-1119","Transit",2016,1,1,1757.23000000,297.0191018,44.3274936,8.32651530000,1.92000000,4.35000000,938.00,6083.00,1.170000,1.110000
"Kepler-49 d","Kepler-49","Transit",2014,1,4,311.22200000,292.2945208,40.5918123,2.57654900000,1.60000000,235.98200000,717.00,4252.00,0.559000,0.549000
"GJ 687 c","GJ 687","Radial Velocity",2020,1,2,4.54939000,264.1041731,68.3336741,727.56200000000,4.14000000,16.00000000,,3413.00,0.418300,0.400000
"Kepler-1465 b","Kepler-1465","Transit",2016,1,1,359.49700000,289.8194222,51.9048541,31.82771110000,1.77000000,3.78000000,668.00,4726.00,0.710000,0.750000
"Kepler-1844 b","Kepler-1844","Transit",2021,1,1,1804.36000000,292.6903973,37.9345682,3.92451000200,3.03648191,9.46000000,1074.00,5776.00,0.849000,0.939000
"Kepler-1036 b","Kepler-1036","Transit",2016,1,1,489.43500000,295.1817093,49.9458172,122.88080580000,3.01000000,9.32000000,326.00,5533.00,0.890000,0.950000
"Kepler-358 b","Kepler-358","Transit",2014,1,2,1101.10000000,293.2302333,48.2813901,34.06046700000,2.72000000,7.85000000,554.00,5908.00,0.954000,0.940000
"Kepler-1179 b","Kepler-1179","Transit",2016,1,1,415.20500000,284.0974305,47.8104856,2.68505749200,1.32000000,2.30000000,1137.00,5212.00,0.810000,0.840000
"Kepler-1544 b","Kepler-1544","Transit",2016,1,1,335.09000000,297.2852168,49.2124526,168.81117400000,1.78000000,3.82000000,269.00,4886.00,0.740000,0.810000
"G 192-15 c","G 192-15","Radial Velocity",2025,1,2,9.53114000,90.6220931,49.8619390,1219.00000000000,3.87000000,14.30000000,55.90,2999.00,0.170718,0.132000
"Kepler-457 d","KOI-7892","Transit",2021,1,3,1072.30000000,282.3775397,44.6945690,10.69060040000,2.98467257,9.19000000,1008.00,6474.00,1.242000,1.148000
"Kepler-868 b","Kepler-868","Transit",2016,1,1,1593.13000000,282.3635315,46.6752384,5.03251791000,2.05000000,4.86000000,1047.00,5614.00,0.890000,0.930000
"Kepler-355 c","Kepler-355","Transit",2014,1,2,1432.17000000,285.7994917,42.8117427,25.76229400000,2.71000000,7.80000000,633.00,6184.00,1.066000,0.933000
"Kepler-1299 b","Kepler-1299","Transit",2016,1,1,1404.94000000,286.1501263,37.4113438,19.94008740000,2.98000000,9.17000000,588.00,5609.00,0.910000,0.940000
"Kepler-381 d","Kepler-381","Transit",2021,1,3,267.32300000,285.1828685,43.8310283,8.25629997300,1.06678650,1.23000000,1387.00,6197.00,2.188000,1.198000
"Kepler-1806 b","Kepler-1806","Transit",2021,1,1,978.06600000,287.5349528,49.8016283,9.03332042700,2.35560189,6.15000000,729.00,5311.00,0.788000,0.884000
"Kepler-1570 b","Kepler-1570","Transit",2016,1,1,918.99500000,299.8617842,45.8274232,26.54895500000,1.07000000,1.24000000,836.00,5550.00,0.890000,0.920000
"Kepler-232 c","Kepler-232","Transit",2014,1,2,1349.13000000,295.8161668,51.1217249,11.37934900000,3.83000000,14.00000000,806.00,5847.00,0.968000,0.970000
"KIC 5479689 b","KIC 5479689","Orbital Brightness Modulation",2021,1,1,454.95000000,299.3254983,40.6381229,1.70153100000,14.20000000,158.91420350,,5459.10,0.894000,0.966000
"Kepler-1759 b","Kepler-1759","Transit",2021,1,1,385.34800000,298.4656275,48.5593334,3.72023010300,0.90377910,0.67600000,954.00,5017.00,0.797000,0.760000
"Kepler-225 c","Kepler-225","Transit",2014,1,2,561.10100000,292.1939846,47.4570808,18.79423400000,1.84000000,4.04000000,412.00,3682.00,0.480000,0.593000
"Kepler-833 b","Kepler-833","Transit",2016,1,1,467.37000000,290.4799052,45.6005798,18.75469980000,2.02000000,4.74000000,382.00,4339.00,0.620000,0.640000
"Kepler-321 b","Kepler-321","Transit",2014,1,2,384.54200000,294.4536991,44.1457626,4.91537900000,1.77000000,3.78000000,1042.00,5740.00,1.194000,1.024000
"Kepler-973 b","Kepler-973","Transit",2016,1,1,328.52000000,290.1653203,49.9238126,49.60773310000,1.96000000,4.50000000,402.00,5213.00,0.780000,0.860000
"Kepler-243 b","Kepler-243","Transit",2014,1,2,693.86000000,285.1104819,42.0339619,5.71544200000,2.45000000,6.57000000,850.00,5228.00,0.842000,0.904000
"Kepler-308 b","Kepler-308","Transit",2014,1,2,1335.92000000,295.7852423,40.4395753,9.69492800000,2.12000000,5.14000000,833.00,5895.00,0.941000,0.920000
"HD 97037 b","HD 97037","Radial Velocity",2022,1,1,32.41300000,167.5545621,-7.3901483,6449.08337000000,12.10000000,6707.76852973,,5874.10,1.263560,1.060000
"Kepler-776 b","Kepler-776","Transit",2016,1,1,727.90400000,287.2726117,41.6356009,4.89718784000,1.28000000,2.18000000,904.00,5071.00,0.780000,0.830000
"DMPP-2 b","DMPP-2","Radial Velocity",2019,1,1,137.94000000,27.4077310,-34.4590985,5.20720000000,14.30000000,138.89171000,1000.00,6500.00,1.780000,1.440000
"Kepler-1226 b","Kepler-1226","Transit",2016,1,1,1125.72000000,296.3768521,50.6214592,17.29234530000,1.45000000,2.70000000,809.00,5923.00,1.020000,1.020000
"Kepler-1048 b","Kepler-1048","Transit",2016,1,1,556.00600000,281.8983042,42.1657112,6.92101021000,1.61000000,3.22000000,619.00,4651.00,0.700000,0.750000
"WASP-73 b","WASP-73","Transit",2014,1,1,316.67800000,319.9496969,-58.1489328,4.08722000000,15.91678000,908.99380000,1790.00,6030.00,2.550000,2.520000
"HATS-44 b","HATS-44","Transit",2018,1,1,446.03500000,84.3267559,-27.9725758,2.74390040000,11.96000300,177.98480000,1161.00,5080.00,0.847000,0.860000
"HATS-45 b","HATS-45","Transit",2018,1,1,772.11000000,101.9942455,-21.9107112,4.18762440000,14.41477400,222.48100000,1518.00,6450.00,1.315000,1.272000
"Kepler-1260 b","Kepler-1260","Transit",2016,1,1,1734.43000000,295.5912652,42.5552261,19.11877530000,1.77000000,3.78000000,823.00,5961.00,1.080000,1.060000
"K2-343 b","K2-343","Transit",2021,1,2,166.16900000,134.2021746,21.5026882,2.78717400000,1.65000000,3.36000000,653.00,3804.00,0.460000,0.490000
"Kepler-367 c","Kepler-367","Transit",2014,1,2,188.02700000,297.2925580,49.9817499,53.57863700000,1.20000000,1.87000000,357.00,4710.00,0.695000,0.768000
"Kepler-176 e","Kepler-176","Transit",2016,1,4,527.32100000,294.6679021,43.8532104,51.16579000000,1.45000000,0.52075000,398.00,5295.00,0.830000,0.870000
"Kepler-194 c","Kepler-194","Transit",2014,1,3,1097.97000000,291.9714290,47.8640498,17.30803200000,2.59000000,7.22000000,815.00,6089.00,1.025000,0.940000
"WASP-61 b","WASP-61","Transit",2012,1,1,488.66000000,75.2996637,-26.0541438,3.85590000000,15.80469000,851.78440000,1624.40,6250.00,1.550000,1.820000
"Kepler-465 b","Kepler-465","Transit",2016,1,1,553.07700000,284.5557853,46.0638865,9.94067246600,2.95000000,9.01000000,996.00,6310.00,1.290000,1.230000
"Kepler-1475 b","Kepler-1475","Transit",2016,1,1,1568.38000000,295.9482766,44.7530960,82.17737400000,2.92000000,8.85000000,441.00,6214.00,1.280000,1.180000
"HATS-46 b","HATS-46","Transit",2018,1,1,453.80800000,6.7026401,-56.3161021,4.74237290000,10.12172700,54.98459000,1054.00,5495.00,0.853000,0.917000
"HATS-7 b","HATS-7","Transit",2015,1,1,240.70700000,208.8567465,-21.2078587,3.18531500000,6.31066700,38.13960000,1084.00,4985.00,0.815000,0.849000
"Kepler-1756 b","Kepler-1756","Transit",2021,1,1,,294.3649040,40.7208898,2.35575008400,1.47199944,2.77000000,1093.00,4915.00,0.812000,0.781000
"K2-366 b","K2-366","Transit",2022,1,1,185.94700000,243.6800912,-19.3468837,15.93703900000,2.35900000,6.16000000,,5601.00,0.940000,0.825000
"Kepler-1960 b","Kepler-1960","Transit",2021,1,1,1527.56000000,294.6969361,46.7202043,2.29794001600,1.30749704,2.26000000,1547.00,6371.00,1.072000,1.117000
"Kepler-1007 b","Kepler-1007","Transit",2016,1,1,365.00000000,295.9065297,45.8090893,5.18500207300,1.44000000,2.67000000,652.00,4587.00,0.700000,0.730000
"Kepler-659 b","Kepler-659","Transit",2016,1,1,722.64000000,287.6081777,47.5096893,17.67179600000,2.50000000,6.80000000,513.00,4870.00,0.740000,0.790000
"Kepler-1290 b","Kepler-1290","Transit",2016,1,1,1593.70000000,290.6852287,43.8596155,4.69500134000,1.42000000,2.60000000,1098.00,5660.00,0.930000,0.950000
"HD 40956 b","HD 40956","Radial Velocity",2017,1,1,116.59300000,91.6628015,63.4538750,578.60000000000,13.20000000,858.14100000,,4869.00,8.560000,2.000000
"Kepler-1244 b","Kepler-1244","Transit",2016,1,1,1075.81000000,282.3012505,46.5161814,3.70428172000,1.35000000,2.39000000,1839.00,6680.00,1.770000,1.460000
"HD 50499 b","HD 50499","Radial Velocity",2005,1,2,46.28450000,103.0080750,-33.9152670,2447.10000000000,13.50000000,519.96988000,,6102.00,1.351000,1.253000
"HD 20794 f","HD 20794","Radial Velocity",2025,1,4,6.00278000,49.9997666,-43.0666533,647.60000000000,2.28000000,5.82000000,,5368.00,0.930000,0.790000
"Kepler-374 b","Kepler-374","Transit",2014,1,3,1265.61000000,294.1378921,42.3704075,1.89780600000,1.03000000,1.08000000,1761.00,5977.00,0.911000,1.033000
"2MASS J22501512+2325342 b","2MASS J22501512+2325342","Imaging",2018,1,1,57.23090000,342.5634097,23.4259058,,11.90000000,9534.85221000,1600.00,3352.00,0.437589,0.433173
"WASP-99 b","WASP-99","Transit",2014,1,1,158.66000000,39.8976689,-50.0081934,5.75251000000,11.43318000,772.32690000,1480.00,6150.00,1.640000,1.210000
"HD 169142 b","HD 169142","Imaging",2023,1,1,113.60000000,276.1240717,-29.7805318,,13.10000000,953.48522100,,7246.00,1.537020,1.850000
"Kepler-1420 b","Kepler-1420","Transit",2016,1,1,1054.37000000,296.2038586,42.7778165,6.69960006000,1.28000000,2.18000000,806.00,5187.00,0.790000,0.820000
"WASP-58 b","WASP-58","Transit",2012,2,1,290.40400000,274.7012534,45.1722194,5.01718000000,16.02887000,308.29510000,1270.00,5800.00,1.220000,1.060000
"HAT-P-57 b","HAT-P-57","Transit",2015,3,1,279.86000000,274.7434180,10.5971968,2.46530000000,19.50366000,448.14030000,2200.00,6330.00,1.850000,2.770000
"KELT-15 b","KELT-15","Transit",2016,2,1,324.68300000,117.4149764,-52.1204471,3.32944000000,19.50366000,416.35730000,1642.00,6003.00,1.780000,2.060000
"WASP-71 b","WASP-71","Transit",2012,1,1,362.71500000,29.2634506,0.7588247,2.90367000000,13.22662000,441.78370000,2016.10,6050.00,1.820000,0.760000
"HAT-P-49 b","HAT-P-49","Transit",2014,1,1,350.35100000,305.4413294,26.6926759,2.69155000000,17.82231000,699.22600000,2131.00,6820.00,2.060000,2.220000
"HD 147873 c","HD 147873","Radial Velocity",2016,2,2,109.05500000,246.4380471,-33.5672217,491.54000000000,13.30000000,731.00900000,,5972.00,2.290000,1.380000
"Kepler-857 b","Kepler-857","Transit",2016,1,1,983.50200000,294.6323978,43.4004526,85.35129427000,6.80000000,37.20000000,390.00,5773.00,0.990000,0.990000
"HATS-12 b","HATS-12","Transit",2016,1,1,746.13800000,289.2024020,-19.3559227,3.14270200000,7.76000000,759.61370000,1446.00,6357.00,1.170000,1.160000
"EPIC 211945201 b","EPIC 211945201","Transit",2018,1,1,181.69000000,136.5741931,19.4020565,19.49221000000,5.76000000,11.00000000,817.00,6069.00,1.390000,1.170000
"K2-188 c","K2-188","Transit",2018,1,2,446.82100000,129.8137008,23.3574367,7.81025300000,2.83000000,8.40000000,1026.00,5977.00,1.190000,1.060000
"K2-108 b","K2-108","Transit",2017,1,1,477.29500000,123.3818484,16.4195160,4.73399900000,5.33000000,59.40000000,1360.00,5599.00,1.760000,1.170000
"Kepler-1025 b","Kepler-1025","Transit",2016,1,1,803.77600000,284.5102140,43.9615628,37.32294930000,1.98000000,4.58000000,1654.00,6089.00,1.130000,1.090000
"Kepler-1666 b","Kepler-1666","Transit",2020,1,2,1379.37000000,297.9516071,46.2647024,25.84760000000,2.88273782,8.66000000,672.00,6293.00,1.145860,1.230000
"Kepler-1924 b","Kepler-1924","Transit",2021,1,1,1910.77000000,293.7673860,42.8291562,15.33170033000,2.65446572,7.53000000,821.00,5726.00,1.285000,1.018000
"K2-127 b","K2-127","Transit",2017,1,1,709.99900000,207.0782895,-11.5889878,3.58816300000,8.37000000,52.90000000,809.00,4575.00,0.660000,0.720000
"WASP-144 b","WASP-144","Transit",2018,1,1,355.51300000,320.7628761,-40.0484393,2.27831520000,9.52765000,139.84520000,1260.00,5200.00,0.810000,0.810000
"K2-409 b","K2-409","Transit",2022,1,1,431.03100000,228.4551125,-16.3512966,1.90808400000,2.48200000,6.72000000,,5742.00,1.228000,0.886000
